1|31761|Land||Abandoned Outpost enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>White</symbol>  to your mana pool. <symbol>Tap</symbol> , Sacrifice Abandoned Outpost: Add one mana of any color to your mana pool.|Abandoned Outpost|
25|1|1|184533|Land||If Balduvian Trading Post would enter the battlefield, sacrifice an untapped Mountain instead. If you do, put Balduvian Trading Post onto the battlefield. If you don't, put it into its owner's graveyard. <symbol>Tap</symbol> : Add  <symbol>1</symbol> <symbol>Red</symbol>  to your mana pool. <symbol>1</symbol> ,  <symbol>Tap</symbol> : Balduvian Trading Post deals 1 damage to target attacking creature.|Balduvian Trading Post|
26|1|1|174842|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>1</symbol> ,  <symbol>Tap</symbol> , Sacrifice Bant Panorama: Search your library for a basic Forest, Plains, or Island card and put it onto the battlefield tapped. Then shuffle your library.|Bant Panorama|
27|1|1|234737|Land||<symbol>Tap</symbol> : Add  <symbol>Red</symbol>  to your mana pool. Barbarian Ring deals 1 damage to you. Threshold —  <symbol>Red</symbol> ,  <symbol>Tap</symbol> , Sacrifice Barbarian Ring: Barbarian Ring deals 2 damage to target creature or player. Activate this ability only if seven or more cards are in your graveyard.|Barbarian Ring|
28|1|1|220487|Land||Barren Moor enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool. Cycling  <symbol>Black</symbol>   ( <symbol>Black</symbol> , Discard this card: Draw a card.)|Barren Moor|
29|1|1|129479|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Add  <symbol>Red</symbol>  or  <symbol>White</symbol>  to your mana pool. Battlefield Forge deals 1 damage to you.|Battlefield Forge|
30|1|1|202604|Land  — Swamp Forest|||Bayou|
31|1|1|201220|Land||<symbol>Tap</symbol> : Draw two cards, then discard three cards.|Bazaar of Baghdad|
32|1|1|201842|Creature — — Beast|(4/4)||Beast|
33|1|1|600|Artifact||<symbol>Tap</symbol> , Sacrifice Black Lotus: Add three mana of any one color to your mana pool.|Black Lotus|<symbol>0</symbol>
34|1|1|209401|Land||Blackcleave Cliffs enters the battlefield tapped unless you control two or fewer other lands. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  or  <symbol>Red</symbol>  to your mana pool.|Blackcleave Cliffs|
35|1|1|9764|Artifact||ocT: Tear Blacker Lotus into pieces. Add four mana of any one color to your mana pool. Play this ability as a mana source. Remove the pieces from the game afterwards.|Blacker Lotus|<symbol>0</symbol>
36|1|1|5612|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. Cycling  <symbol>2</symbol>   ( <symbol>2</symbol> , Discard this card: Draw a card.)|Blasted Landscape|
37|1|1|39439|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>1</symbol> : Blinkmoth Nexus becomes a 1/1 Blinkmoth artifact creature with flying until end of turn. It's still a land. <symbol>1</symbol> ,  <symbol>Tap</symbol> : Target Blinkmoth creature gets +1/+1 until end of turn.|Blinkmoth Nexus|
38|1|1|48916|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>2</symbol> ,  <symbol>Tap</symbol> : Tap target noncreature artifact.|Blinkmoth Well|
39|1|1|97102|Land  — Swamp Mountain||( <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  or  <symbol>Red</symbol>  to your mana pool.) As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, Blood Crypt enters the battlefield tapped.|Blood Crypt|
40|1|1|39505|Land||<symbol>Tap</symbol> , Pay 1 life, Sacrifice Bloodstained Mire: Search your library for a Swamp or Mountain card and put it onto the battlefield. Then shuffle your library.|Bloodstained Mire|
41|1|1|31763|Land||Bog Wreckage enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool. <symbol>Tap</symbol> , Sacrifice Bog Wreckage: Add one mana of any color to your mana pool.|Bog Wreckage|
42|1|1|197786|Land||Bojuka Bog enters the battlefield tapped. When Bojuka Bog enters the battlefield, exile all cards from target player's graveyard. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool.|Bojuka Bog|
43|1|1|189270|Artifact  — Equipment||Equipped creature gets +1/+0. Equip  <symbol>1</symbol>   ( <symbol>1</symbol> : Attach to target creature you control. Equip only as a sorcery.)|Bone Saw|<symbol>0</symbol>
44|1|1|121189|Snow Land||Boreal Shelf enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>White</symbol>  or  <symbol>Blue</symbol>  to your mana pool.|Boreal Shelf|
45|1|1|205356|Land||Boros Garrison enters the battlefield tapped. When Boros Garrison enters the battlefield, return a land you control to its owner's hand. <symbol>Tap</symbol> : Add  <symbol>Red</symbol> <symbol>White</symbol>  to your mana pool.|Boros Garrison|
46|1|1|75305|Legendary Land||Boseiju, Who Shelters All enters the battlefield tapped. <symbol>Tap</symbol> , Pay 2 life: Add  <symbol>1</symbol>  to your mana pool. If that mana is spent on an instant or sorcery spell, that spell can't be countered by spells or abilities.|Boseiju, Who Shelters All|
47|1|1|4176|Land||Bottomless Vault enters the battlefield tapped. You may choose not to untap Bottomless Vault during your untap step. At the beginning of your upkeep, if Bottomless Vault is tapped, put a storage counter on it. <symbol>Tap</symbol> , Remove any number of storage counters from Bottomless Vault: Add  <symbol>Black</symbol>  to your mana pool for each storage counter removed this way.|Bottomless Vault|
48|1|1|97088|Land  — Forest Island||( <symbol>Tap</symbol> : Add  <symbol>Green</symbol>  or  <symbol>Blue</symbol>  to your mana pool.) As Breeding Pool enters the battlefield, you may pay 2 life. If you don't, Breeding Pool enters the battlefield tapped.|Breeding Pool|
49|1|1|129496|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Add  <symbol>Green</symbol>  or  <symbol>White</symbol>  to your mana pool. Brushland deals 1 damage to you.|Brushland|
50|1|1|205421|Land||<symbol>2</symbol> ,  <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool for each Swamp you control.|Cabal Coffers|
51|1|1|29904|Land||<symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool. Cabal Pit deals 1 damage to you. Threshold —  <symbol>Black</symbol> ,  <symbol>Tap</symbol> , Sacrifice Cabal Pit: Target creature gets -2/-2 until end of turn. Activate this ability only if seven or more cards are in your graveyard.|Cabal Pit|
52|1|1|108930|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>1</symbol> ,  <symbol>Tap</symbol> : Put a storage counter on Calciform Pools. <symbol>1</symbol> , Remove X storage counters from Calciform Pools: Add X mana in any combination of  <symbol>White</symbol>  and/or  <symbol>Blue</symbol>  to your mana pool.|Calciform Pools|
53|1|1|4930|Land||Caldera Lake enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Add  <symbol>Blue</symbol>  or  <symbol>Red</symbol>  to your mana pool. Caldera Lake deals 1 damage to you.|Caldera Lake|
54|1|1|153433|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Blue or Red</symbol> ,  <symbol>Tap</symbol> : Add  <symbol>Blue</symbol> <symbol>Blue</symbol> ,  <symbol>Blue</symbol> <symbol>Red</symbol> , or  <symbol>Red</symbol> <symbol>Red</symbol>  to your mana pool.|Cascade Bluffs|
55|1|1|3037|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>1</symbol> ,  <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool. <symbol>2</symbol> ,  <symbol>Tap</symbol> : Add  <symbol>Blue</symbol>  or  <symbol>Red</symbol>  to your mana pool.|Castle Sengir|
56|1|1|1699|Land||White legendary creatures you control have "bands with other legendary creatures."  (Any legendary creatures can attack in a band as long as at least one has "bands with other legendary creatures." Bands are blocked as a group. If at least two legendary creatures you control, one of which has "bands with other legendary creatures," are blocking or being blocked by the same creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)|Cathedral of Serra|
57|1|1|129497|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Add  <symbol>White</symbol>  or  <symbol>Black</symbol>  to your mana pool. Caves of Koilos deals 1 damage to you.|Caves of Koilos|
58|1|1|177545|Land||Celestial Colonnade enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>White</symbol>  or  <symbol>Blue</symbol>  to your mana pool. <symbol>3</symbol> <symbol>White</symbol> <symbol>Blue</symbol> : Until end of turn, Celestial Colonnade becomes a 4/4 white and blue Elemental creature with flying and vigilance. It's still a land.|Celestial Colonnade|
59|1|1|29905|Land||<symbol>Tap</symbol> : Add  <symbol>Green</symbol>  to your mana pool. Centaur Garden deals 1 damage to you. Threshold —  <symbol>Green</symbol> ,  <symbol>Tap</symbol> , Sacrifice Centaur Garden: Target creature gets +3/+3 until end of turn. Activate this ability only if seven or more cards are in your graveyard.|Centaur Garden|
60|1|1|29903|Land||<symbol>Tap</symbol> : Add  <symbol>Blue</symbol>  to your mana pool. Cephalid Coliseum deals 1 damage to you. Threshold —  <symbol>Blue</symbol> ,  <symbol>Tap</symbol> , Sacrifice Cephalid Coliseum: Target player draws three cards, then discards three cards. Activate this ability only if seven or more cards are in your graveyard.|Cephalid Coliseum|
61|1|1|48326|Artifact||Chalice of the Void enters the battlefield with X charge counters on it. Whenever a player casts a spell with converted mana cost equal to the number of charge counters on Chalice of the Void, counter that spell.|Chalice of the Void|<symbol>Variable Colorless</symbol> <symbol>Variable Colorless</symbol>
62|1|1|209714|Artifact||Chimeric Mass enters the battlefield with X charge counters on it. <symbol>1</symbol> : Until end of turn, Chimeric Mass becomes a Construct artifact creature with "This creature's power and toughness are each equal to the number of charge counters on it."|Chimeric Mass|<symbol>Variable Colorless</symbol>
63|1|1|47446|Artifact||Imprint — When Chrome Mox enters the battlefield, you may exile a nonartifact, nonland card from your hand.  <symbol>Tap</symbol> : Add one mana of any of the exiled card's colors to your mana pool.|Chrome Mox|<symbol>0</symbol>
64|1|1|21170|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  or  <symbol>Red</symbol>  to your mana pool. Cinder Marsh doesn't untap during your next untap step.|Cinder Marsh|
65|1|1|74327|Land||City of Ass comes into play tapped. <symbol>Tap</symbol> : Add one and one-half mana of any one color to your mana pool.|City of Ass|
66|1|1|220963|Land||Whenever City of Brass becomes tapped, it deals 1 damage to you. <symbol>Tap</symbol> : Add one mana of any color to your mana pool.|City of Brass|
67|1|1|201252|Land||<symbol>Tap</symbol> , Exile a creature you control: Put a storage counter on City of Shadows. <symbol>Tap</symbol> : Add  <symbol>Variable Colorless</symbol>  to your mana pool, where X is the number of storage counters on City of Shadows.|City of Shadows|
68|1|1|6168|Land||When you play another land, sacrifice City of Traitors. <symbol>Tap</symbol> : Add  <symbol>2</symbol>  to your mana pool.|City of Traitors|
69|1|1|109690|Artifact||<symbol>1</symbol> , Sacrifice a permanent: You gain 1 life.|Claws of Gix|<symbol>0</symbol>
70|1|1|79115|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Add  <symbol>White</symbol>  or  <symbol>Blue</symbol>  to your mana pool. Cloudcrest Lake doesn't untap during your next untap step.|Cloudcrest Lake|
71|1|1|49050|Land  — Locus||Cloudpost enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool for each Locus on the battlefield.|Cloudpost|
72|1|1|45491|Land||Coastal Tower enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>White</symbol>  or  <symbol>Blue</symbol>  to your mana pool.|Coastal Tower|
73|1|1|40540|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Red</symbol> <symbol>Green</symbol> ,  <symbol>Tap</symbol> : Choose target Beast creature you control and target creature an opponent controls. Each of those creatures deals damage equal to its power to the other.|Contested Cliffs|
74|1|1|209408|Land||Copperline Gorge enters the battlefield tapped unless you control two or fewer other lands. <symbol>Tap</symbol> : Add  <symbol>Red</symbol>  or  <symbol>Green</symbol>  to your mana pool.|Copperline Gorge|
75|1|1|3748|Land||Coral Atoll enters the battlefield tapped. When Coral Atoll enters the battlefield, sacrifice it unless you return an untapped Island you control to its owner's hand. <symbol>Tap</symbol> : Add  <symbol>1</symbol> <symbol>Blue</symbol>  to your mana pool.|Coral Atoll|
76|1|1|177520|Land||Creeping Tar Pit enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Blue</symbol>  or  <symbol>Black</symbol>  to your mana pool. <symbol>1</symbol> <symbol>Blue</symbol> <symbol>Black</symbol> : Until end of turn, Creeping Tar Pit becomes a 3/2 blue and black Elemental creature and is unblockable. It's still a land.|Creeping Tar Pit|
77|1|1|201130|Creature  — Kobold|(0/1)|Crimson Kobolds is red.|Crimson Kobolds|<symbol>0</symbol>
78|1|1|159770|Creature  — Kobold|(0/1)|Crookshank Kobolds is red.|Crookshank Kobolds|<symbol>0</symbol>
79|1|1|25936|Land  — Lair||When Crosis's Catacombs enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand. <symbol>Tap</symbol> : Add  <symbol>Blue</symbol> ,  <symbol>Black</symbol> , or  <symbol>Red</symbol>  to your mana pool.|Crosis's Catacombs|
80|1|1|175112|Land||Crumbling Necropolis enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Blue</symbol> ,  <symbol>Black</symbol> , or  <symbol>Red</symbol>  to your mana pool.|Crumbling Necropolis|
81|1|1|190394|Land||Crypt of Agadeem enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool. <symbol>2</symbol> ,  <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool for each black creature card in your graveyard.|Crypt of Agadeem|
82|1|1|30012|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>5</symbol> ,  <symbol>Tap</symbol> : Add  <symbol>White</symbol> <symbol>Blue</symbol> <symbol>Black</symbol> <symbol>Red</symbol> <symbol>Green</symbol>  to your mana pool.|Crystal Quarry|
83|1|1|15413|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> , Sacrifice Crystal Vein: Add  <symbol>2</symbol>  to your mana pool.|Crystal Vein|
84|1|1|136053|Land||Dakmor Salvage enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool. Dredge 2  (If you would draw a card, instead you may put exactly two cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.)|Dakmor Salvage|
85|1|1|25938|Land  — Lair||When Darigaaz's Caldera enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand. <symbol>Tap</symbol> : Add  <symbol>Black</symbol> ,  <symbol>Red</symbol> , or  <symbol>Green</symbol>  to your mana pool.|Darigaaz's Caldera|
86|1|1|121155|Legendary Snow Land||Dark Depths enters the battlefield with ten ice counters on it. <symbol>3</symbol> : Remove an ice counter from Dark Depths. When Dark Depths has no ice counters on it, sacrifice it. If you do, put a legendary 20/20 black Avatar creature token with flying and "This creature is indestructible" named Marit Lage onto the battlefield.|Dark Depths|
87|1|1|1712|Artifact||<symbol>Tap</symbol> , Sacrifice Dark Sphere: The next time a source of your choice would deal damage to you this turn, it deals half that damage, rounded up, to you instead.|Dark Sphere|<symbol>0</symbol>
88|1|1|209400|Land||Darkslick Shores enters the battlefield tapped unless you control two or fewer other lands. <symbol>Tap</symbol> : Add  <symbol>Blue</symbol>  or  <symbol>Black</symbol>  to your mana pool.|Darkslick Shores|
89|1|1|222734|Artifact Land||Darksteel Citadel is indestructible.  ("Destroy" effects and lethal damage don't destroy it.) <symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool.|Darksteel Citadel|
90|1|1|29793|Land||<symbol>1</symbol> ,  <symbol>Tap</symbol> : Add  <symbol>Blue</symbol> <symbol>Black</symbol>  to your mana pool.|Darkwater Catacombs|
91|1|1|222773|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>White</symbol> ,  <symbol>Tap</symbol> : Target Soldier creature gets +1/+1 until end of turn.|Daru Encampment|
92|1|1|1830|Artifact||<symbol>Tap</symbol> , Sacrifice Delif's Cone: This turn, when target creature you control attacks and isn't blocked, you may gain life equal to its power. If you do, it assigns no combat damage this turn.|Delif's Cone|<symbol>0</symbol>
93|1|1|197936|Creature  — Demon|(*/*)|Flying|Demon|
94|1|1|109713|Land  — Desert||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Desert deals 1 damage to target attacking creature. Activate this ability only during the end of combat step.|Desert|
95|1|1|30013|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>1</symbol> ,  <symbol>Tap</symbol> : Untap target land.|Deserted Temple|
96|1|1|159124|Land||<symbol>Tap</symbol> , Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.|Diamond Valley|
97|1|1|87929|Land||Dimir Aqueduct enters the battlefield tapped. When Dimir Aqueduct enters the battlefield, return a land you control to its owner's hand. <symbol>Tap</symbol> : Add  <symbol>Blue</symbol> <symbol>Black</symbol>  to your mana pool.|Dimir Aqueduct|
98|1|1|3749|Land||Dormant Volcano enters the battlefield tapped. When Dormant Volcano enters the battlefield, sacrifice it unless you return an untapped Mountain you control to its owner's hand. <symbol>Tap</symbol> : Add  <symbol>1</symbol> <symbol>Red</symbol>  to your mana pool.|Dormant Volcano|
99|1|1|205089|Land||Dragonskull Summit enters the battlefield tapped unless you control a Swamp or a Mountain. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  or  <symbol>Red</symbol>  to your mana pool.|Dragonskull Summit|
100|1|1|205425|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>4</symbol> : Dread Statuary becomes a 4/2 Golem artifact creature until end of turn. It's still a land.|Dread Statuary|
101|1|1|108817|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>1</symbol> ,  <symbol>Tap</symbol> : Put a storage counter on Dreadship Reef. <symbol>1</symbol> , Remove X storage counters from Dreadship Reef: Add X mana in any combination of  <symbol>Blue</symbol>  and/or  <symbol>Black</symbol>  to your mana pool.|Dreadship Reef|
102|1|1|21203|Land||Drifting Meadow enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>White</symbol>  to your mana pool. Cycling  <symbol>2</symbol>   ( <symbol>2</symbol> , Discard this card: Draw a card.)|Drifting Meadow|
103|1|1|25932|Land  — Lair||When Dromar's Cavern enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand. <symbol>Tap</symbol> : Add  <symbol>White</symbol> ,  <symbol>Blue</symbol> , or  <symbol>Black</symbol>  to your mana pool.|Dromar's Cavern|
104|1|1|205090|Land||Drowned Catacomb enters the battlefield tapped unless you control an Island or a Swamp. <symbol>Tap</symbol> : Add  <symbol>Blue</symbol>  or  <symbol>Black</symbol>  to your mana pool.|Drowned Catacomb|
105|1|1|136196|Land Creature  — Forest Dryad|(1/1)|(Dryad Arbor isn't a spell, it's affected by summoning sickness, and it has " <symbol>Tap</symbol> : Add  <symbol>Green</symbol>  to your mana pool.") Dryad Arbor is green.|Dryad Arbor|
106|1|1|88943|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Blue</symbol> <symbol>Black</symbol> ,  <symbol>Tap</symbol> : Target player puts the top card of his or her library into his or her graveyard.|Duskmantle, House of Shadow|
107|1|1|19772|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>3</symbol> ,  <symbol>Tap</symbol> , Sacrifice a land: Destroy target nonbasic land.|Dust Bowl|
108|1|1|4179|Land||Dwarven Hold enters the battlefield tapped. You may choose not to untap Dwarven Hold during your untap step. At the beginning of your upkeep, if Dwarven Hold is tapped, put a storage counter on it. <symbol>Tap</symbol> , Remove any number of storage counters from Dwarven Hold: Add  <symbol>Red</symbol>  to your mana pool for each storage counter removed this way.|Dwarven Hold|
109|1|1|184478|Land||Dwarven Ruins enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Red</symbol>  to your mana pool. <symbol>Tap</symbol> , Sacrifice Dwarven Ruins: Add  <symbol>Red</symbol> <symbol>Red</symbol>  to your mana pool.|Dwarven Ruins|
110|1|1|184483|Land||Ebon Stronghold enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Black</symbol>  to your mana pool. <symbol>Tap</symbol> , Sacrifice Ebon Stronghold: Add  <symbol>Black</symbol> <symbol>Black</symbol>  to your mana pool.|Ebon Stronghold|
111|1|1|79205|Legendary Land||<symbol>Tap</symbol> : Add  <symbol>White</symbol>  to your mana pool. <symbol>White</symbol> ,  <symbol>Tap</symbol> : Prevent the next 2 damage that would be dealt to target legendary creature this turn.|Eiganjo Castle|
112|1|1|198312|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Add  <symbol>2</symbol>  to your mana pool. Spend this mana only to cast colorless Eldrazi spells or activate abilities of colorless Eldrazi.|Eldrazi Temple|
113|1|1|159048|Creature — Elemental|(7/7)|Trample|Elemental|
114|1|1|190199|Creature — Elemental Shaman|(3/1)||Elemental Shaman|
115|1|1|201843|Creature — — Elephant|(3/3)||Elephant|
116|1|1|202432|Land||<symbol>Tap</symbol> : Add  <symbol>1</symbol>  to your mana pool. <symbol>Tap</symbol> : Regenerate target Elephant.|Elephant Graveyard|
117|1|1|159047|Creature — Elf Warrior|(1/1)||Elf Warrior|
118|1|1|209112|Land||Elfhame Palace enters the battlefield tapped. <symbol>Tap</symbol> : Add  <symbol>Green</symbol>  or  <symbol>White</symbol>  to your mana pool.|Elfhame Palace|
119|1|1|190414|Land||Emeria, the Sky Ruin enters the battlefield tapped. At the beginning of your upkeep, if you control seven or more Plains, you may return target creature card from your graveyard to the battlefield. <symbol>Tap</symbol> : Add  <symbol>White</symbol>  to your mana pool.|Emeria, the Sky Ruin|
